date_added,company_name,company_website,hq_country,hq_city,industry,sector,date_removed
2026-04-13,FELICE,https://www.feliceconciergerie.com,France,Île-de-France,Other personal services,Service with Minor Environmental Footprint,
2026-04-13,Felidarity,https://www.felidarity.com,Spain,Valencia,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Felix Capital Partners LLP,https://www.felixcap.com,United Kingdom,City of Westminster,Equity investing - Developed Markets,Service with Minor Environmental Footprint,
2026-04-13,Felloh,https://www.felloh.com,United Kingdom,Lincolnshire,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Felps Group,https://www.felpsgroup.fr,France,Île-de-France,Telecommunications,Service with Minor Environmental Footprint,
2026-04-13,Felton Road Wines Ltd,https://www.FeltonRoad.com,New Zealand,Otago Region,Growing perennial crops,Agriculture/Growers,
2026-04-13,Female Founders Rise Ltd,https://femalefoundersrise.com,United Kingdom,London Borough of Hammersmith and Fulham,Membership organizations,Service with Minor Environmental Footprint,
2026-04-13,Femme - Laboratório da Mulher,https://laboratoriodamulher.com.br,Brazil,São Paulo,Diagnostic services,Service with Significant Environmental Footprint,
2026-04-13,Fenmarc Produce,https://fenmarc.com/,United Kingdom,Cambridgeshire,Food products,Manufacturing,
2026-04-13,Fennies Day Nurseries Ltd,https://www.fennies.com,United Kingdom,Surrey,Pre- & primary education,Service with Significant Environmental Footprint,
2026-04-13,Fenton,https://www.fentonand.co,United Kingdom,City of Westminster,Jewelry & related articles,Wholesale/Retail,
2026-04-13,Feragaia,https://www.feragaia.com,United Kingdom,Fife,Beverages,Manufacturing,
2026-04-13,Feral Strategy Ltd.,https://www.feral.london,United Kingdom,City of Westminster,,Service,
2026-04-13,Ferme de la Tremblaye,https://www.fermedelatremblaye.com,France,Île-de-France,Agricultural Processing,Agriculture/Growers,
2026-04-13,"Fermenstation Co., Ltd.",https://fermenstation.co.jp/en,Japan,Chiba Prefecture,Personal care products,Manufacturing,
2026-04-13,FERMOIE,https://fermoie.com,United Kingdom,Wiltshire,Textiles,Manufacturing,
2026-04-13,FERN,https://www.fernstudio.dk,Denmark,Capital Region of Denmark,"Film, TV & music production",Service with Minor Environmental Footprint,
2026-04-13,FERO HOLDINGS LIMITED,https://www.teamfero.com,United Kingdom,Hertfordshire,Printing & recorded media,Manufacturing,
2026-04-13,Ferpection,https://www.ferpection.com,France,Paris,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,Ferrer,https://www.ferrer.com,Spain,Catalonia,Pharmaceutical products,Manufacturing,
2026-04-13,Fertifa Limited,https://www.fertifa.com/,United Kingdom,City of London,Technology-based support services,Service with Minor Environmental Footprint,
2026-04-13,Fervor and Zeal LLC,https://fervorandzeal.com/,United States,California,Apparel,Wholesale/Retail,
2026-04-13,Feudi di San Gregorio SpA,https://www.feudi.it,Italy,Campania,Agricultural Processing,Agriculture/Growers,
2026-04-13,Few and Far Ltd,https://www.fewandfar.co.uk,United Kingdom,United Kingdom,Computer programming services,Service with Minor Environmental Footprint,
2026-04-13,Fiasco,https://fiasco.design,United Kingdom,Somerset,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Fibtex,https://fibtex.co,Colombia,Cundinamarca Department,Other manufacturing,Manufacturing,
2026-04-13,Fiducia Srl Società Benefit,https://www.fiduciasrl.it,Italy,Province of Parma,Materials recovery & recycling,Manufacturing,
2026-04-13,FieldGoods,https://fieldgoods.co.uk/,United Kingdom,London Borough of Wandsworth,Food products,Manufacturing,
2026-04-13,Fielding International,https://www.fieldingintl.com,United States,Minnesota,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,Fieldwork,https://www.fieldworkprojects.com.au/,Australia,Victoria,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,Fifth Wall,https://fifthwall.com,United States,New York,Equity investing - Developed Markets,Service with Minor Environmental Footprint,
2026-04-13,Fifty Fifty Post Production Ltd,https://www.fiftyfiftypost.com,United Kingdom,City of Westminster,"Film, TV & music production",Service with Minor Environmental Footprint,
2026-04-13,FiftyEight,https://www.fiftyeight.io,United Kingdom,Liverpool,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Fig Industries,https://www.figindustries.com,United States,Pennsylvania,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Fig Tech Inc,https://www.figloans.com,United States,Texas,Other credit - Developed Markets,Service with Minor Environmental Footprint,
2026-04-13,Figure 8 Investment Strategies LLC,https://figure8investing.com,United States,Idaho,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,fiid,https://www.eatfiid.com,Ireland,County Dublin,Food products,Wholesale/Retail,
2026-04-13,Fika Catering Co Ltd,https://fikacatering.com,United Kingdom,City of London,Event catering & related,Service with Significant Environmental Footprint,
2026-04-13,Filbert's Fine Foods Limited,https://www.mrfilberts.com,United Kingdom,Somerset,Food products,Manufacturing,
2026-04-13,Fileni Alimentare Spa Società Benefit,https://www.fileni.it,Italy,Marche,Animal Production,Manufacturing,
2026-04-13,Filigree,https://filigreecommunications.com,United Kingdom,Norfolk,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Fill it Forward,https://www.fillitforward.com,Canada,Ontario,Sports goods,Wholesale/Retail,
2026-04-13,Filmevent.com GmbH,https://www.filmevent.ch,Switzerland,Basel-Stadt,Arts & entertainment,Service with Significant Environmental Footprint,2026-05-11
2026-04-13,Filóo Saúde,https://www.filoo.com.br,Brazil,São Paulo,Technology-based support services,Service with Minor Environmental Footprint,
2026-04-13,Finance Earth,https://finance.earth/,United Kingdom,London Borough of Lambeth,Other financial services,Service with Minor Environmental Footprint,
2026-04-13,Financial Insights Wealth Management,https://Financialinsights.com,United States,Washington,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,Financial Management Bureau,https://www.finman.co.uk,United Kingdom,Cumbria,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,Finanzauto SA BIC,https://www.finanzauto.com.co,Colombia,Cundinamarca Department,Other financial services,Service with Minor Environmental Footprint,
2026-04-13,Finca SARL,https://maubrac.fr,France,Aquitaine,Paper & paper products,Manufacturing,
2026-04-13,"findhelp, a Public Benefit Corporation",https://company.findhelp.com,United States,Texas,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,Fine Tune Expense Management,https://www.finetuneus.com,United States,Illinois,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,FINEXUS SAS,https://www.finexus.com.co/,Colombia,Atlántico Department,Other credit - Emerging Markets,Service with Minor Environmental Footprint,
2026-04-13,Fingerlakes Wealth Management,https://www.fingerlakeswm.com,United States,New York,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,Finisterre UK Limited,https://www.finisterre.com,United Kingdom,Cornwall,Apparel,Wholesale/Retail,
2026-04-13,Finli Inc,https://finli.com/,United States,California,Financial transaction processing,Service with Minor Environmental Footprint,
2026-04-13,Finmas SA,http://www.finmas.cl/,Chile,Santiago Metropolitan Region,Other financial services,Service with Minor Environmental Footprint,
2026-04-13,Finnriver Farm and Cidery,https://www.finnriver.com,United States,Washington,Mixed Farming,Manufacturing,
2026-04-13,FinStart,https://finstart.io,France,Île-de-France,Web portals,Service with Minor Environmental Footprint,
2026-04-13,Finterra,https://finterra.cl,Chile,Santiago Metropolitan Region,Other financial services,Service with Minor Environmental Footprint,
2026-04-13,Fiorito B.V.,https://www.fioritolimoncello.it,Netherlands The,North Holland,Beverages,Wholesale/Retail,
2026-04-13,FIP Organic Holding B.V.,https://www.yoni.care/en,Netherlands The,North Holland,Personal care products,Wholesale/Retail,
2026-04-13,"Fire Capital Management, LLC",https://www.firecapitalmanagement.com,United States,California,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,Fire Lily Coffee,https://www.firelilycoffee.com,United States,Oregon,Other/general wholesale trade,Wholesale/Retail,
2026-04-13,Fireclay Tile,https://www.fireclaytile.com,United States,California,Other manufacturing,Manufacturing,
2026-04-13,Firefish Ltd,https://www.firefishgroup.com,United Kingdom,London Borough of Southwark,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,Firefly Partners LLC,https://www.fireflypartners.com,United States,Colorado,Management consultant - nonprofits,Service with Minor Environmental Footprint,
2026-04-13,Firespring,https://www.firespring.com,United States,Nebraska,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,Firetail,https://www.firetail.co.uk,United Kingdom,London Borough of Tower Hamlets,Management consultant - nonprofits,Service with Minor Environmental Footprint,
2026-04-13,Firma,https://wearefirma.com,Spain,Catalonia,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Firma Twist,https://www.firmatwist.nl,Netherlands The,North Holland,Management consultant - nonprofits,Service with Minor Environmental Footprint,
2026-04-13,First Affirmative Financial Network,https://www.firstaffirmative.com,United States,Colorado,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,First Ascent Group,https://www.firstascentgroup.com,United Kingdom,Cambridgeshire,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,First Class Comms,https://firstclasscomms.co.uk,United Kingdom,North Somerset,Telecommunications,Service with Minor Environmental Footprint,
2026-04-13,First Mile Limited,https://thefirstmile.co.uk,United Kingdom,City of Westminster,Waste collection,Manufacturing,
2026-04-13,First Milk Limited,https://www.firstmilk.co.uk,United Kingdom,Glasgow,Agricultural Processing,Agriculture/Growers,
2026-04-13,First Pacific Financial,https://fp-financial.com,United States,Washington,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,First Sentier Group,https://www.firstsentiergroup.com/,Australia,New South Wales,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,First Wealth (London) Limited,https://firstwealth.co.uk,United Kingdom,City of Westminster,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,Firsthand Foods,https://www.firsthandfoods.com,United States,North Carolina,Food products,Wholesale/Retail,
2026-04-13,Fischer Lighting,https://www.fischer-lighting.com/,Denmark,Capital Region of Denmark,Electrical equipment,Manufacturing,
2026-04-13,Fish Tales Holding BV,https://www.fish-tales.com/en-us,Netherlands The,North Holland,Food products,Wholesale/Retail,
2026-04-13,Fisheye Limited,https://www.fisheye.nz,New Zealand,Auckland Region,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,Fishfinger Media Limited,https://www.fishfinger.me,United Kingdom,London Borough of Hackney,Social networks & info sharing,Service with Minor Environmental Footprint,
2026-04-13,Fishpond Inc.,https://www.fishpondusa.com,United States,Colorado,Sports goods,Wholesale/Retail,
2026-04-13,Fishtank Agency,https://fishtankagency.com/,United Kingdom,Wakefield,Web portals,Service with Minor Environmental Footprint,
2026-04-13,Fishtnk Inc.,https://www.fishtnk.com,Canada,Ontario,Wood & wood products,Manufacturing,
2026-04-13,Fit 4 Dance,https://www.fit4dancenyc.com,United States,New York,Athletic & fitness centers,Service with Minor Environmental Footprint,
2026-04-13,FITFILE Group Limited,https://fitfile.com/,United Kingdom,City of Westminster,Technology-based support services,Service with Minor Environmental Footprint,
2026-04-13,Fitotek,https://www.fitotek.cl,Chile,Valparaíso,Wood & wood products,Manufacturing,
2026-04-13,fitppl,https://fitppl.com,United States,Texas,Food products,Wholesale/Retail,
2026-04-13,FITT Group Spa,https://fitt.com,Italy,Veneto,Rubber & plastics products,Manufacturing,
2026-04-13,Fitzer,https://drinkfitzer.com,Mexico,Nuevo León,Beverages,Wholesale/Retail,
2026-04-13,Fitzgerald Frisby Landscape Architecture,https://ffla.com.au,Australia,Victoria,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Fitzhattan Ltd.,https://www.billiondollarboy.com/,United Kingdom,London Borough of Camden,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Five And Co Consulting Ltd,https://www.fiveandco.com/,United Kingdom,Lincolnshire,Other personal services,Service with Minor Environmental Footprint,
2026-04-13,Five Seasons Ventures,https://www.fiveseasons.vc,France,Paris,Equity investing - Developed Markets,Service with Minor Environmental Footprint,
2026-04-13,Five Senses Coffee Pty Ltd,https://www.fivesenses.com.au,Australia,Western Australia,Beverages,Manufacturing,
2026-04-13,Five V Capital,https://fivevcapital.com,Australia,New South Wales,Equity investing - Developed Markets,Service with Minor Environmental Footprint,
2026-04-13,FiveADRIFT LLC,https://FiveADRIFT.com,United States,Massachusetts,Textiles,Wholesale/Retail,
